Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU32,OUT049,2180.850225558745
FDY27,OUT049,2934.822011858506
NCP54,OUT013,2092.8732347411083
NCZ41,OUT049,2092.8732347411083
DRL49,OUT013,2202.3026498834815
FDI05,OUT018,937.7751610283307
FDY56,OUT045,3695.4072671561403
DRC13,OUT013,2081.0873527031176
NCV29,OUT017,3049.3960152422824
FDR24,OUT049,1502.5382377976098
FDZ34,OUT018,2739.6776008241163
FDP37,OUT035,1980.3476661143632
FDX08,OUT027,4992.94125717088
FDS57,OUT045,2110.799369095998
NCG18,OUT049,1675.549381312861
FDK25,OUT018,2419.31062807071
FDH53,OUT049,1274.3349422022777
DRI59,OUT018,3154.007902679886
FDA52,OUT046,2786.039619207784
FDT20,OUT010,189.02651858492305
FDE36,OUT019,554.7164386511766
FDI24,OUT017,2800.567858988815
FDB28,OUT018,3068.29290594097
FDV11,OUT017,2800.567858988815
FDP01,OUT046,2403.1461411714185
FDD34,OUT027,4206.8050664376615
FDJ50,OUT027,1620.2789861551591
FDZ44,OUT013,2088.566700984345
DRO59,OUT035,1263.464743781597
DRB48,OUT045,740.2899837644475
FDR21,OUT018,2739.6776008241163
NCE42,OUT010,657.6557397477001
FDO23,OUT046,1547.7560061265256
NCE30,OUT018,3053.490018857972
FDQ22,OUT035,719.5992855281347
FDY01,OUT045,1975.6954498799178
FDS08,OUT017,2800.567858988815
FDG28,OUT018,3235.249302237902
FDQ51,OUT018,699.8266923293418
FDB05,OUT017,4065.7221126031336
FDO56,OUT049,2042.428397606268
FDE02,OUT018,1371.0003947773564
FDN45,OUT017,3506.4388861517687
FDS09,OUT013,789.6170924068008
NCA54,OUT018,2739.6776008241163
FDP09,OUT010,607.7065925384217
FDC53,OUT045,1565.99041471527
NCM55,OUT017,3092.0757193101085
FDL09,OUT018,2419.31062807071
FDA11,OUT019,395.60162206922865
FDA50,OUT045,1521.3777266578415
FDC23,OUT017,3018.666495032024
FDE22,OUT049,2682.0807550066124
FDD23,OUT046,3077.547479529078
NCA29,OUT049,2850.953508199207
FDK38,OUT046,2366.728242319242
DRC13,OUT046,2081.0873527031176
NCP43,OUT049,3069.0521442424165
FDX28,OUT049,1580.892426970058
FDF08,OUT049,1502.5382377976098
FDZ33,OUT046,2344.2465378476195
FDD10,OUT049,2934.822011858506
FDO58,OUT017,2658.8043512487443
FDI50,OUT017,3746.015923148718
FDO58,OUT045,2636.680288947732
FDX08,OUT013,3034.8677754612518
NCK17,OUT010,208.44400661445496
FDF39,OUT035,4080.9057355863783
FDU45,OUT010,384.1426065427508
NCJ18,OUT018,1614.9736857774494
DRC27,OUT019,858.8605599806205
DRC25,OUT035,1418.1495618165598
FDU59,OUT035,2658.8043512487443
FDU28,OUT035,3077.547479529078
NCP30,OUT046,752.4139309190957
FDB39,OUT018,767.638764634804
FDE41,OUT013,1362.1035897726504
DRH11,OUT010,319.35607959485634
FDA58,OUT045,3876.8760256589107
FDU50,OUT046,1965.5466789980999
FDM34,OUT013,2125.7013813507856
FDM44,OUT027,2549.2610211515
FDR39,OUT045,3019.343001016519
FDM25,OUT045,2727.835140695225
FDQ49,OUT049,2355.632663320098
DRH25,OUT018,736.6584063989199
FDM09,OUT027,4144.346041598916
FDL44,OUT019,547.018127611432
NCR42,OUT018,499.8008099322447
DRL59,OUT046,929.8877311766847
FDX43,OUT013,2672.3827144320167
DRK47,OUT010,708.2244763603355
FDU48,OUT018,1682.6066125128725
FDY12,OUT045,835.6306578346972
NCN43,OUT018,1642.8390544746208
NCM55,OUT018,2739.6776008241163
FDQ21,OUT027,3220.5170148494135
FDX13,OUT035,4051.193872822103
NCK30,OUT027,5701.289936599477
FDG20,OUT049,2850.953508199207
DRG27,OUT017,715.2392006278415
FDY14,OUT018,3629.8612307362714
FDP59,OUT035,1675.549381312861
FDU60,OUT017,2737.9015742978763
NCC18,OUT019,568.2043593598999
DRJ39,OUT017,3405.921002329855
FDS07,OUT049,2042.428397606268
FDM08,OUT027,5456.340984815268
FDP51,OUT045,2066.18534044833
FDU16,OUT035,1496.3078041059825
FDH12,OUT013,1723.5842325808671
DRE48,OUT010,626.5964390868522
NCL42,OUT027,6066.741014743488
FDR21,OUT045,2727.835140695225
NCW29,OUT035,2137.4872633887762
FDO11,OUT013,4051.193872822103
NCM31,OUT049,2137.4872633887762
FDV35,OUT019,503.0781043520437
FDF58,OUT017,1018.1733758676876
NCE43,OUT049,2800.0731055462593
FDA02,OUT035,2366.728242319242
DRL37,OUT010,208.44400661445496
FDR24,OUT018,1263.1006614120574
FDW59,OUT049,1369.709656034985
FDS22,OUT049,783.964908313204
FDW24,OUT017,835.6306578346972
FDU24,OUT035,1558.5091803401929
FDA21,OUT027,4960.874106113
FDH58,OUT027,3006.9504603983514
FDW36,OUT018,1497.6225100792403
FDI45,OUT027,5083.38741912718
FDU01,OUT018,2693.9423962641263
FDF35,OUT027,2506.2833943119826
FDU43,OUT019,686.6621644218878
FDE24,OUT019,481.5850606168279
FDK50,OUT049,2709.1900004591366
FDG31,OUT045,1018.1733758676876
FDC60,OUT045,1487.6362255428216
FDL36,OUT013,1482.550617549362
FDP21,OUT013,3077.547479529078
FDW16,OUT045,1442.3434277125796
FDX02,OUT017,3506.4388861517687
FDQ58,OUT027,3960.199969118847
FDT51,OUT046,1822.3385070134643
FDD59,OUT049,1321.2776408113016
NCM42,OUT018,1497.6225100792403
FDA57,OUT018,609.9677393002744
FDZ48,OUT035,1821.184167092041
FDE46,OUT045,2419.9549122962794
NCZ30,OUT019,425.38147424429195
FDB56,OUT017,3092.0757193101085
FDA25,OUT027,2589.5527852502178
FDD20,OUT013,2129.2038309652417
FDL25,OUT013,1506.4914012350112
NCO18,OUT049,2850.953508199207
FDJ45,OUT017,696.6754633372665
FDR12,OUT035,2319.663606079605
NCF19,OUT010,265.3649022683107
FDK25,OUT046,2737.9015742978763
NCR17,OUT046,2002.383344172697
FDC52,OUT046,2419.9549122962794
NCA54,OUT017,3049.3960152422824
FDR45,OUT010,708.2244763603355
NCM19,OUT049,2002.383344172697
FDF39,OUT027,2606.6526049971417
FDX23,OUT049,1561.3305220492357
FDD58,OUT027,2589.5527852502178
FDX28,OUT013,1630.256583482619
NCD31,OUT013,2670.590233286735
FDU57,OUT018,2263.4882439513526
FDI27,OUT046,776.1633367211401
NCM42,OUT046,1723.5842325808671
FDD32,OUT027,2100.9295090256687
FDI34,OUT013,3731.487683367687
NCM29,OUT049,2137.4872633887762
FDG46,OUT018,1603.4522198447444
DRC01,OUT010,265.3649022683107
FDB15,OUT027,5837.236313920367
NCA17,OUT027,3555.5570637653223
FDF10,OUT046,2344.2465378476195
FDR26,OUT027,4726.792768587857
FDI02,OUT049,1821.184167092041
NCM54,OUT010,457.38656420681536
FDF14,OUT013,2477.7822850990815
FDJ33,OUT010,445.60068216882433
FDM20,OUT035,3912.9564418704576
FDC03,OUT027,4902.491009969093
NCX05,OUT046,2002.383344172697
NCM41,OUT027,2601.445933499603
NCU29,OUT010,516.2080610392529
FDQ59,OUT017,1369.709656034985
FDH46,OUT010,379.98608002747875
FDH09,OUT013,836.1967059403905
NCD06,OUT045,814.7857046985653
FDC15,OUT035,2462.621222868659
DRD37,OUT027,1129.8695663218816
FDT28,OUT027,3534.2168411960206
FDR28,OUT027,3993.193994246345
FDT38,OUT017,1405.4893884978248
FDV34,OUT027,2028.3054513718396
FDY52,OUT035,1001.8011083640583
FDB34,OUT013,1407.3963876028924
DRL23,OUT018,1497.6225100792403
DRB24,OUT046,2462.621222868659
FDJ50,OUT046,929.8877311766847
FDQ49,OUT035,2403.1461411714185
FDP20,OUT035,2129.2038309652417
FDV19,OUT027,4344.753271191222
NCR54,OUT045,3019.343001016519
FDO09,OUT010,750.4465364915676
FDS57,OUT018,1682.6066125128725
FDN10,OUT049,1990.3330460294198
FDV23,OUT049,2081.0873527031176
FDY28,OUT049,3596.647361290798
DRG51,OUT013,2658.8043512487443
FDD45,OUT019,395.60162206922865
NCL18,OUT027,5130.189751550568
NCM29,OUT013,2137.4872633887762
FDF17,OUT027,5045.644674885166
FDE22,OUT017,2658.8043512487443
FDQ22,OUT017,708.5538772645433
FDS01,OUT013,3034.8677754612518
FDW35,OUT027,1041.671642233149
FDJ33,OUT046,2081.0873527031176
NCF54,OUT035,2941.586760569712
FDE09,OUT013,1754.7719114569
NCE06,OUT045,2648.466170985723
DRH49,OUT049,1307.311870137915
FDY43,OUT045,2254.274636398171
NCT05,OUT017,4223.110109414229
FDZ34,OUT045,3019.343001016519
FDL38,OUT017,1430.5401716344309
FDZ31,OUT017,3092.0757193101085
FDR14,OUT035,924.974255379172
NCN54,OUT049,1321.2776408113016
NCC42,OUT027,3424.0696500172644
FDK08,OUT017,1626.1852248003001
FDP59,OUT013,1675.549381312861
FDV22,OUT035,2631.69510579622
FDD33,OUT035,3755.9047115656635
DRE60,OUT027,6763.094034550106
FDK52,OUT046,3731.487683367687
FDA02,OUT017,2366.728242319242
FDM56,OUT049,1723.5842325808671
FDE57,OUT035,2173.8178596129096
FDM32,OUT045,1487.6362255428216
NCQ30,OUT027,2509.9408691593944
FDQ27,OUT027,2589.5527852502178
FDT60,OUT027,3220.5170148494135
FDU43,OUT049,3927.4846816514882
NCO55,OUT035,1723.5842325808671
FDG02,OUT045,3019.343001016519
FDJ28,OUT013,3077.547479529078
FDP40,OUT045,1760.9893570070108
FDJ38,OUT045,3019.343001016519
NCC54,OUT017,4055.54826468253
NCZ41,OUT046,2092.8732347411083
FDK38,OUT019,469.63034344719085
FDU52,OUT013,2462.621222868659
FDC40,OUT046,1227.6607864313237
NCR30,OUT017,1238.3485719176138
NCN18,OUT017,1961.4117619377296
FDB50,OUT035,1306.8190415574984
FDG04,OUT013,3077.547479529078
FDR26,OUT035,2786.039619207784
NCT17,OUT018,2739.6776008241163
FDX35,OUT027,6071.178571195766
FDS12,OUT046,2081.0873527031176
NCZ29,OUT027,3214.1244350860156
FDB38,OUT010,561.5066514226788
FDP12,OUT013,697.2490838635222
FDP22,OUT046,865.0578612824692
FDS26,OUT018,3631.991794154242
FDR52,OUT046,3077.547479529078
DRJ13,OUT046,2658.8043512487443
FDU48,OUT027,3507.539187813075
FDE29,OUT035,968.6106968133142
NCT29,OUT049,2092.8732347411083
DRK37,OUT018,2739.6776008241163
FDK55,OUT046,1407.3963876028924
FDR07,OUT046,1547.7560061265256
FDO21,OUT027,5524.645544750297
FDK46,OUT049,4124.7583891474615
FDB12,OUT045,1660.6473690580729
FDT31,OUT027,4992.94125717088
FDJ33,OUT045,2066.18534044833
FDC26,OUT027,2810.5641366176824
NCQ02,OUT045,3019.343001016519
FDP08,OUT010,626.5964390868522
FDB11,OUT027,4998.628877329984
FDV55,OUT013,2414.844720581366
FDW20,OUT049,2180.850225558745
NCJ18,OUT019,425.38147424429195
FDC41,OUT018,869.510495740135
FDE14,OUT027,2589.5527852502178
FDG35,OUT013,2786.039619207784
FDF45,OUT035,946.0829596490252
FDS19,OUT027,2122.8825492439796
FDS58,OUT019,516.1878285666226
FDA26,OUT017,3506.4388861517687
FDM32,OUT049,1430.5401716344309
FDL45,OUT046,2081.0873527031176
FDZ55,OUT049,2781.84362786224
FDY37,OUT049,2125.7013813507856
FDO46,OUT046,3077.547479529078
FDQ60,OUT046,2081.0873527031176
FDA19,OUT018,1765.083306151185
FDL15,OUT046,2462.621222868659
FDM10,OUT018,3053.490018857972
NCL05,OUT017,775.7639982159011
DRK49,OUT010,208.44400661445496
NCE18,OUT027,5701.289936599477
FDG40,OUT049,696.6754633372665
DRI59,OUT045,3433.706167858179
FDK28,OUT035,4080.9057355863783
NCD06,OUT019,215.4249643566846
FDO11,OUT019,704.8565171354269
FDK27,OUT046,2081.0873527031176
FDT43,OUT027,1594.898853420245
FDD38,OUT018,1497.6225100792403
FDA16,OUT049,3556.824535362161
FDL14,OUT027,4103.231939025874
NCM17,OUT049,775.7639982159011
FDD20,OUT045,2165.9482133039573
FDA40,OUT045,1385.2473738041888
FDL43,OUT045,1321.2776408113016
FDV15,OUT045,1660.6473690580729
FDE52,OUT046,1457.499834412756
NCL17,OUT010,538.6897655108752
NCJ31,OUT045,3876.8760256589107
FDR60,OUT045,1321.2776408113016
NCA18,OUT035,2002.383344172697
FDS21,OUT027,1597.2860708918226
FDW09,OUT035,1306.8190415574984
FDL26,OUT035,2462.621222868659
FDS47,OUT018,1263.1006614120574
FDC39,OUT046,3629.4573024138153
FDT51,OUT035,1822.3385070134643
FDK40,OUT035,3935.116498250297
NCG19,OUT045,3747.0773593867652
FDZ07,OUT046,987.1058552836382
FDF08,OUT027,2532.720321301446
FDO04,OUT013,918.2907037257394
FDK41,OUT018,983.446789150991
FDP15,OUT049,4124.7583891474615
NCD43,OUT018,1497.6225100792403
NCP18,OUT013,2356.03241988561
FDZ51,OUT046,1547.7560061265256
DRH13,OUT035,1723.5842325808671
FDF38,OUT045,740.2899837644475
NCI43,OUT045,835.6306578346972
FDM38,OUT027,1705.7794681834894
FDS03,OUT013,1016.4689768093933
DRJ47,OUT017,2956.115000350743
FDT50,OUT010,404.3103089689566
FDV02,OUT046,2786.039619207784
NCG18,OUT017,1675.549381312861
FDW52,OUT046,2658.8043512487443
FDS40,OUT035,719.5992855281347
FDN31,OUT017,3092.0757193101085
FDA37,OUT045,2066.18534044833
FDA15,OUT046,4051.193872822103
FDL39,OUT046,3034.8677754612518
FDJ53,OUT045,2000.9048985656027
FDX22,OUT013,3629.4573024138153
NCZ42,OUT045,3747.0773593867652
FDD56,OUT027,4951.238112668049
FDD40,OUT017,3092.0757193101085
FDS50,OUT013,3491.910646370738
NCN14,OUT013,3077.547479529078
FDT15,OUT013,3077.547479529078
NCS18,OUT027,2506.2833943119826
NCO26,OUT010,395.9284885807419
FDF58,OUT018,792.0050716837587
NCB19,OUT013,1407.3963876028924
FDH26,OUT017,2125.7013813507856
DRB24,OUT027,3773.9891372374127
FDA49,OUT018,1138.5533351080776
FDB32,OUT045,1546.4285097944476
FDI36,OUT017,3092.0757193101085
NCA17,OUT010,516.2080610392529
FDH22,OUT013,2081.0873527031176
NCM26,OUT018,2260.113063758921
FDT15,OUT027,5063.0442686254
FDB16,OUT018,1138.5533351080776
NCP54,OUT027,2895.098604393149
FDJ36,OUT013,1675.549381312861
FDO28,OUT045,2000.9048985656027
FDU09,OUT013,918.2907037257394
FDF29,OUT017,2038.641298874337
FDY08,OUT013,2173.8178596129096
DRJ59,OUT018,578.23163280037
FDT23,OUT027,2068.8780286645906
FDU15,OUT018,578.23163280037
FDT47,OUT013,1547.7560061265256
FDI53,OUT019,554.7164386511766
FDR59,OUT018,3631.991794154242
FDD53,OUT035,779.7937636379331
FDY51,OUT017,3506.4388861517687
FDT04,OUT049,728.731044601811
FDU51,OUT049,2850.953508199207
FDG14,OUT035,2477.7822850990815
NCU06,OUT045,3565.6086008839948
DRG25,OUT046,3077.547479529078
DRH49,OUT035,1357.319046217114
FDN15,OUT035,2125.7013813507856
FDL43,OUT018,883.8758046673183
NCT18,OUT049,3218.017358763787
NCB31,OUT013,3951.107069314233
FDK57,OUT035,2302.5070745969906
FDY04,OUT019,554.7164386511766
NCP54,OUT046,2092.8732347411083
FDF41,OUT013,3912.9564418704576
FDM01,OUT045,1559.907682469318
FDW03,OUT045,1660.6473690580729
FDF28,OUT045,2000.9048985656027
FDY37,OUT017,2125.7013813507856
FDQ03,OUT017,3927.4846816514882
FDP51,OUT027,2636.6715560678786
FDJ40,OUT017,1777.0457091832222
FDC32,OUT049,1561.3305220492357
DRI49,OUT027,2088.7431866928396
NCW54,OUT017,953.1766601652652
FDF09,OUT017,690.873261574718
FDP45,OUT018,3602.66738037419
DRJ23,OUT018,2739.6776008241163
FDS59,OUT017,1822.3385070134643
FDY08,OUT046,2173.8178596129096
FDX16,OUT049,2344.2465378476195
FDY16,OUT018,2739.6776008241163
FDK32,OUT035,2468.0713905584034
FDQ22,OUT013,748.0594288478947
NCC31,OUT018,2260.113063758921
FDG58,OUT049,2462.621222868659
DRF48,OUT013,3077.547479529078
DRH36,OUT049,1064.5755791030608
NCR30,OUT035,1263.464743781597
FDB03,OUT019,686.6621644218878
FDZ28,OUT027,3202.8711751206774
FDR35,OUT017,2984.058939491697
DRD15,OUT027,5682.444263294435
FDJ33,OUT019,413.5955922063009
FDA56,OUT010,476.43098121363374
FDP56,OUT046,806.6561741164193
NCT30,OUT046,801.2141198577461
FDK15,OUT017,1626.1852248003001
FDH44,OUT018,2157.090501807004
FDV01,OUT013,2462.621222868659
DRG03,OUT017,2419.9549122962794
FDG50,OUT027,2551.5225947116746
FDR16,OUT010,607.7065925384217
FDZ60,OUT046,1723.5842325808671
DRG03,OUT045,2462.621222868659
FDS56,OUT018,3629.8612307362714
FDU33,OUT045,814.7857046985653
DRD27,OUT035,1601.1344416636941
FDW22,OUT046,3491.910646370738
DRA24,OUT045,2636.680288947732
FDF38,OUT049,740.2899837644475
FDX48,OUT013,2462.621222868659
FDS58,OUT018,2419.31062807071
FDC32,OUT046,1547.7560061265256
NCQ29,OUT045,4172.888902405874
DRK39,OUT018,999.0595897707395
NCS38,OUT017,2002.383344172697
DRO47,OUT013,1821.184167092041
DRG27,OUT027,1072.3953118438458
FDC57,OUT027,5088.486607047737
FDS55,OUT046,2414.844720581366
NCJ06,OUT018,1642.8390544746208
FDO01,OUT019,413.1386461703647
NCM55,OUT045,3019.343001016519
FDC52,OUT049,2419.9549122962794
FDQ15,OUT045,1321.2776408113016
NCT30,OUT027,1482.4398263652063
NCR42,OUT027,982.405549813084
FDD28,OUT035,950.025038515778
FDQ34,OUT049,1675.549381312861
FDZ12,OUT027,3430.4622297806623
DRE13,OUT019,403.6917686394211
NCN07,OUT019,424.92452820835575
FDM28,OUT035,3034.8677754612518
FDI10,OUT017,3505.6645076028362
FDQ25,OUT013,2319.663606079605
FDA38,OUT010,708.2244763603355
DRI13,OUT049,3596.647361290798
FDY20,OUT027,2532.720321301446
NCZ53,OUT035,3195.0042448697627
NCM31,OUT013,2378.5141243572325
DRB01,OUT017,3092.0757193101085
DRF37,OUT046,3863.2253489748246
NCF42,OUT049,2850.953508199207
FDF16,OUT018,2052.1321036970694
FDB41,OUT013,789.6170924068008
FDR34,OUT013,3731.487683367687
FDR15,OUT018,2248.32718172093
NCV42,OUT019,509.9870130825636
FDW51,OUT035,3437.8043577405815
FDU36,OUT017,1561.3305220492357
FDX60,OUT049,1307.311870137915
FDY03,OUT035,1990.597462134706
FDW55,OUT045,4148.8238403431
FDT01,OUT010,621.8782610947595
FDG58,OUT013,2462.621222868659
FDK21,OUT017,4065.7221126031336
NCS41,OUT019,632.4921495495082
FDS10,OUT045,3094.898991259805
NCT53,OUT046,2670.590233286735
FDJ28,OUT018,2739.6776008241163
FDX44,OUT045,1430.5401716344309
FDT20,OUT018,590.5502512707425
FDO44,OUT017,1754.7719114569
NCX17,OUT049,4055.54826468253
FDY01,OUT017,1990.597462134706
FDJ12,OUT027,5503.711100179096
DRK35,OUT018,578.23163280037
FDD47,OUT019,554.7164386511766
NCM53,OUT035,1723.5842325808671
FDO45,OUT013,1407.3963876028924
NCM42,OUT010,379.98608002747875
FDE04,OUT046,3034.8677754612518
NCI30,OUT027,5498.191680543777
FDZ19,OUT013,2786.039619207784
FDW57,OUT013,2786.039619207784
FDA25,OUT013,1675.549381312861
FDT22,OUT046,948.473389474221
FDP51,OUT013,1995.6085931521293
FDD48,OUT027,3006.9504603983514
FDY39,OUT035,3153.103469772364
FDO48,OUT010,708.2244763603355
FDD23,OUT027,4925.935976251911
DRN35,OUT027,1121.9275537764856
FDT01,OUT035,3437.8043577405815
FDC20,OUT010,330.1261292173277
DRJ35,OUT035,1001.8011083640583
FDB32,OUT046,1547.7560061265256
FDL24,OUT046,2786.039619207784
NCV42,OUT035,1868.7064700153653
FDZ46,OUT046,1723.5842325808671
FDC15,OUT013,2462.621222868659
FDD08,OUT019,174.52385265380298
FDY50,OUT049,1477.4874546610038
FDD36,OUT013,2302.5070745969906
FDG57,OUT027,1594.898853420245
FDL21,OUT018,609.9677393002744
FDN16,OUT027,2708.9471743931203
FDJ09,OUT027,1076.774479320959
FDS01,OUT010,621.5602415113332
FDV33,OUT017,4124.7583891474615
DRE12,OUT017,1990.597462134706
FDR07,OUT013,1547.7560061265256
FDP48,OUT010,626.5964390868522
NCB55,OUT035,950.025038515778
FDQ08,OUT013,942.3184162819488
FDR34,OUT035,3731.487683367687
FDO33,OUT046,1821.184167092041
FDP13,OUT045,738.5531114247409
FDX12,OUT049,3927.4846816514882
NCT06,OUT049,2720.9758824971273
FDR16,OUT019,586.144280599974
FDE36,OUT046,2658.8043512487443
FDZ36,OUT049,3142.461368520501
FDV13,OUT045,1430.5401716344309
NCZ17,OUT035,719.5992855281347
FDU56,OUT045,3019.343001016519
FDM09,OUT035,3491.1362678218056
FDV02,OUT017,2956.115000350743
FDS34,OUT018,1603.4522198447444
FDA11,OUT049,1561.3305220492357
FDP09,OUT017,3800.4463153767047
FDB29,OUT027,2845.1252818947482
FDT19,OUT017,2800.567858988815
DRH15,OUT017,748.1772580030531
FDY38,OUT046,3606.781092658655
FDF14,OUT027,3525.9530016018075
FDN48,OUT010,404.3103089689566
FDQ12,OUT013,3731.487683367687
NCJ43,OUT045,2727.835140695225
FDE17,OUT019,460.4117937796641
FDB05,OUT035,4051.193872822103
FDH10,OUT045,3019.343001016519
NCR06,OUT017,733.0474583847032
FDU32,OUT018,1713.5298660749422
FDD56,OUT049,2850.953508199207
FDO36,OUT018,2739.6776008241163
FDH16,OUT010,389.7659469962974
FDX10,OUT018,578.23163280037
FDZ37,OUT017,1430.5401716344309
FDU31,OUT010,607.7065925384217
DRC49,OUT049,2125.7013813507856
FDL15,OUT045,2452.187359932017
FDN32,OUT019,587.4122254917568
DRH59,OUT027,1836.2942931695807
NCU29,OUT049,2378.5141243572325
FDR37,OUT019,587.4122254917568
FDS14,OUT018,2346.4804770986966
FDU02,OUT027,6540.374366827175
FDJ08,OUT035,3077.547479529078
NCZ06,OUT045,3885.3147903384106
FDO31,OUT049,1307.311870137915
FDH31,OUT018,1497.6225100792403
FDS58,OUT017,2658.8043512487443
NCA53,OUT027,1482.4398263652063
FDF50,OUT046,2969.5306997106663
NCW42,OUT049,3427.0258690900155
NCQ17,OUT045,2426.893627055329
FDK51,OUT018,3629.8612307362714
NCW41,OUT010,603.1872698602766
NCR29,OUT017,953.1766601652652
FDB08,OUT019,547.018127611432
FDA40,OUT027,2374.7327485098494
FDL14,OUT018,2419.31062807071
FDB47,OUT046,3629.4573024138153
FDO03,OUT035,3731.487683367687
DRK13,OUT019,545.7116511258307
FDX13,OUT010,898.3285887804475
FDF52,OUT046,3153.103469772364
FDT11,OUT013,3077.547479529078
FDB08,OUT013,2706.9208295108683
FDQ28,OUT018,2248.32718172093
FDD29,OUT045,4015.113456610556
NCQ29,OUT027,5835.295975035403
NCO02,OUT013,1016.4689768093933
FDR56,OUT010,626.5964390868522
NCM54,OUT049,2092.8732347411083
FDP51,OUT035,1990.597462134706
FDT38,OUT013,1382.3456044662864
FDZ20,OUT018,3602.66738037419
FDJ53,OUT013,2015.8069108203904
FDX13,OUT049,4065.7221126031336
FDP58,OUT035,3491.910646370738
NCK31,OUT019,227.81201732785837
FDA35,OUT018,1631.0531724366297
FDV37,OUT018,3022.55770138098
NCO07,OUT027,4566.906312170027
FDA20,OUT045,3019.343001016519
FDZ59,OUT035,2737.9015742978763
NCY17,OUT017,788.8164294730921
FDQ28,OUT035,2462.621222868659
FDV35,OUT017,2462.621222868659
FDQ36,OUT013,697.2490838635222
FDD34,OUT018,2419.31062807071
FDK51,OUT045,3940.9468314944506
FDV31,OUT035,2786.039619207784
FDR04,OUT035,1513.2163825099508
FDR14,OUT049,928.1258770286591
DRC36,OUT010,607.3885729549953
FDE39,OUT019,413.5955922063009
FDP57,OUT049,1675.549381312861
FDE57,OUT046,2173.8178596129096
NCN18,OUT046,1822.3385070134643
NCQ05,OUT018,2182.6864384723103
FDW47,OUT035,2081.0873527031176
FDV46,OUT035,2125.7013813507856
NCP29,OUT045,1018.1733758676876
FDE09,OUT018,1600.761509714787
NCU06,OUT027,5794.416509877936
FDT19,OUT010,607.3885729549953
DRF15,OUT017,2419.9549122962794
DRI51,OUT013,2561.1106361345483
NCX54,OUT013,1675.549381312861
DRE01,OUT013,3912.9564418704576
NCB07,OUT045,3019.343001016519
FDU50,OUT035,1965.5466789980999
FDG40,OUT035,719.5992855281347
FDW10,OUT018,2739.6776008241163
FDX51,OUT013,3077.547479529078
NCP17,OUT045,1064.5755791030608
FDP21,OUT035,3077.547479529078
FDL04,OUT045,1615.3545712278308
FDV23,OUT013,2081.0873527031176
FDF24,OUT046,1304.0531368887557
FDH56,OUT027,3187.7798887464332
FDB51,OUT049,993.1225927310816
FDI58,OUT027,2555.9823058637703
FDR20,OUT013,795.0591466654739
FDC51,OUT018,1631.0531724366297
FDB16,OUT027,2255.338359366947
FDE40,OUT049,946.7115353261954
NCM17,OUT035,779.7937636379331
FDU56,OUT035,3077.547479529078
FDS32,OUT019,443.96894521517413
FDX02,OUT049,3556.824535362161
FDT39,OUT027,3894.5556884755424
FDE35,OUT017,953.1766601652652
NCI42,OUT019,580.4066442492241
DRL23,OUT046,1675.549381312861
FDA10,OUT046,2081.0873527031176
FDA11,OUT013,1547.7560061265256
NCM06,OUT046,2474.4071049066497
NCT05,OUT035,4326.426083958107
NCQ02,OUT010,626.5964390868522
NCY06,OUT049,2137.4872633887762
FDY56,OUT035,3491.910646370738
FDL02,OUT035,1675.549381312861
NCI06,OUT035,2786.039619207784
FDQ14,OUT045,2525.66338245702
FDQ12,OUT017,3746.015923148718
FDP36,OUT046,801.2141198577461
FDK21,OUT027,5992.741334903398
FDO40,OUT045,2329.344525592832
NCK54,OUT019,381.28088416958013
FDY09,OUT018,2739.6776008241163
NCW30,OUT049,3994.9597228753155
NCC55,OUT027,1053.593847301465
FDE58,OUT018,1603.1878037394583
FDR39,OUT013,3077.547479529078
FDU28,OUT049,3142.461368520501
FDH08,OUT017,3746.015923148718
FDG35,OUT045,2727.835140695225
FDG22,OUT049,696.6754633372665
FDC34,OUT035,2594.814520187096
FDP15,OUT018,3631.991794154242
FDK34,OUT010,708.2244763603355
FDU45,OUT035,1990.597462134706
FDQ04,OUT027,1041.671642233149
FDX22,OUT018,3280.406637669521
FDB45,OUT017,1675.549381312861
NCH43,OUT027,5225.3445404001395
DRE60,OUT046,3491.910646370738
FDD17,OUT027,5822.850276181856
NCM54,OUT017,2092.8732347411083
NCH55,OUT013,2092.8732347411083
NCT06,OUT017,2670.590233286735
FDA48,OUT027,5419.015509692293
FDY58,OUT027,6680.780379714597
FDO25,OUT045,3643.4056022008212
FDN50,OUT045,1546.4285097944476
FDH35,OUT035,2658.8043512487443
FDK09,OUT045,3695.4072671561403
FDO16,OUT013,1301.2730741732046
FDW11,OUT045,1064.5755791030608
FDU47,OUT027,3430.4622297806623
NCQ42,OUT010,465.8556433335787
FDK55,OUT027,2551.5225947116746
FDN08,OUT049,2042.428397606268
FDT57,OUT045,3876.8760256589107
FDJ12,OUT018,3280.406637669521
DRL59,OUT017,892.7030731155439
NCN53,OUT046,708.8461113144675
FDO51,OUT010,208.44400661445496
FDK56,OUT017,3092.0757193101085
FDY12,OUT035,885.1951686215623
FDU15,OUT035,719.5992855281347
FDQ19,OUT046,3912.9564418704576
DRF15,OUT045,2462.621222868659
DRE25,OUT019,395.60162206922865
FDK57,OUT018,1852.472894330503
FDD33,OUT010,708.2244763603355
FDR34,OUT027,5822.850276181856
FDU04,OUT045,2000.9048985656027
FDE35,OUT019,280.5618028780429
NCD31,OUT035,2670.590233286735
FDJ56,OUT035,1626.1852248003001
